客户编号,工作日上班电话时长,工作日下班电话时长,周末电话时长,国际电话时长,总电话时长,平均每次通话时长
K138810,2436,148.2,82.8,333.086462,2667,3.73529411764706
K138870,1624.8,520.8,20.4,277.365267,2166,6.74766355140187
K138980,1132.800001,153.9,40.2,277.810752,1326.900001,14.9089887752809
K139330,1133.400001,112.8,19.2,205.611173,1265.400001,7.62289157228916
K139360,1864.200001,165.599999,126,460.561699,2155.8,3.93394160583942
K139520,1503.600001,300,14,399.639734,1817.600001,4.58989899242424
K139660,935.4,355.2,19.8,367.013578,1310.4,4.53425605536332
K139770,778.2,319.499999,74.400001,246.805017,1172.1,3.89401993355482
K139980,1214.4,372,14.499999,421.06401,1600.899999,19.5231707195122
K140070,1213.199999,111.6,10.800001,407.806571,1335.6,7.72023121387283
K140090,658.199999,469.8,11.4,180.410274,1139.399999,5.75454544949495
K140250,1090.800001,735,15,524.705844,1840.800001,6.81777778148148
K140350,699.600001,539.7,30,213.327003,1269.300001,8.40596027152318
K140380,2143.2,493.500001,20,769.045206,2656.700001,6.28061465957447
K140420,1557.599999,329.1,33.599999,483.992036,1920.299998,7.56023621259842
K140440,1260.599999,341.400001,44.400001,344.32255,1646.400001,3.54064516344086
K140490,1311.600001,293.7,51.600001,186.208216,1656.900002,3.52531915319149
K140670,967.200001,330.299999,40.200001,222.788471,1337.700001,5.24588235686274
K140720,1179.6,147.900001,27,298.362863,1354.500001,5.99336283628319
K140740,1606.8,221.7,52.8,423.953053,1881.3,7.9046218487395
K140830,759.599999,333.9,104.400001,243.732637,1197.9,2.92170731707317
K140980,1200,140.1,3.6,278.35098,1343.7,3.70165289256198
K141020,1609.199999,54.600001,141,494.796217,1804.8,4.53467336683417
K141040,975.599999,735.300001,45,188.793064,1755.9,10.974375
K141110,1416.6,257.099999,12,533.243391,1685.699999,3.08736263553114
K141130,1197,126.900002,42,445.217482,1365.900002,3.76280992286501
K141140,1505.4,93,7.2,513.839532,1605.6,3.62437923250564
K141150,852.600001,154.200001,42,237.742511,1048.800002,4.21204820080321
K141370,798.6,273,87,273.98537,1158.6,4.9725321888412
K141420,816.600001,621.9,9,277.98625,1447.500001,3.13991323427332
K141580,1039.2,258.3,40.2,249.96199,1337.7,4.79462365591398
K141680,1641.6,349.200001,34.799999,198.981757,2025.6,3.26183574879227
K141870,1190.399999,425.399999,13.2,457.26298,1628.999998,4.42663042934783
K141930,819,145.8,38.4,326.479189,1003.2,6.77837837837838
K142030,2041.8,192.3,68.399999,210.530657,2302.499999,8.25268816845878
K142170,1417.2,283.500001,8,195.316502,1708.700001,4.14733009951456
K142400,817.8,193.2,33.599999,205.88187,1044.599999,5.52698412169312
K142590,1080.599999,594.3,99.599999,309.385892,1774.499998,4.317518243309
K142630,1104,411,69,294.086831,1584,3.45098039215686
K142680,1119,647.1,22,456.452084,1788.1,4.68089005235602
K142830,1061.400001,72,84,271.657112,1217.400001,7.16117647647059
K142920,1467.6,112.500001,70.8,387.428583,1650.900001,7.05512820940171
K142940,1042.800001,200.699999,91.500001,426.796263,1335.000001,3.10465116511628
K142950,1557,330.600001,23,298.57563,1910.600001,2.73333333476395
K142960,1866.600001,309.3,76.799999,503.76895,2252.7,3.17729196050776
K143110,970.8,290.400001,56.4,418.247425,1317.600001,4.52783505498282
K143190,1348.2,206.7,43,404.085781,1597.9,4.29543010752688
K143240,1745.4,255.6,46.5,610.555164,2047.5,3.9527027027027
K143260,646.2,377.699999,38.4,207.477166,1062.299999,11.6736263626374
K143290,1225.799999,217.200001,32.4,371.889244,1475.4,4.43063063063063
K143300,1459.8,224.399999,119.5,277.94661,1803.699999,3.10982758448276
K143310,1032,421.8,24.6,332.697858,1478.4,4.38694362017804
K143590,597,399,99.600001,348.108355,1095.600001,3.30000000301205
K143810,1071,252.600001,14.399999,260.21874,1338,10.2137404580153
K143860,1588.2,124.2,39,412.300845,1751.4,9.31595744680851
K143930,1642.8,497.7,18.600001,367.200239,2159.100001,2.93755102176871
K143940,1245,58.500002,29,343.988491,1332.500002,3.42544987660668
K143950,1056.6,229.2,79.2,422.405569,1365,11.2809917355372
K143960,1110,556.199999,134,335.749969,1800.199999,5.15816618624642
K144020,1041,102.900001,121.499999,378.738727,1265.4,8.9112676056338
K144070,751.8,304.8,84,373.181609,1140.6,4.24014869888476
K144100,1083,517.8,85.5,403.25919,1686.3,4.38
K144110,2352,896.1,132.6,728.714942,3380.7,5.00844444444444
K144200,700.200001,525.6,33.6,325.574136,1259.400001,3.27116883376623
K144290,1353.599999,443.699999,63,428.43844,1860.299998,4.13399999555556
K144300,1204.799999,55.799999,22.2,392.240362,1282.799998,8.66756755405405
K144350,995.400001,218.400001,51,306.920298,1264.800002,2.67966102118644
K144450,1210.799999,348,89.399999,422.383255,1648.199998,3.37745901229508
K144530,1398.6,497.4,63,406.147386,1959,4.3630289532294
K144640,974.400001,618,34.799999,207.287901,1627.2,3.54509803921569
K144770,1114.8,116.400001,106,381.415186,1337.200001,3.3939086319797
K144820,1669.8,238.2,63,499.966333,1971,3.19967532467532
K144930,2388,667.2,11.400001,551.095721,3066.600001,11.1512727309091
K145190,1255.2,120.9,105.500001,391.103213,1481.600001,3.57012048433735
K145250,1342.199999,66.600001,118.500001,265.901779,1527.300001,4.83322785126582
K145460,1249.2,100.2,28.2,273.747349,1377.6,9.12317880794702
K145680,1523.4,146.4,130,225.179055,1799.8,3.82123142250531
K145690,922.8,413.1,60.6,241.779424,1396.5,3.50879396984925
K145770,1199.400001,385.800001,44,207.214729,1629.200002,2.72441471906355
K145880,1069.200001,579.3,135,221.092059,1783.500001,6.32446808865248
K146210,1717.8,295.8,13,341.848552,2026.6,13.4211920529801
K146230,1105.2,230.4,11,313.954923,1346.6,9.61857142857143
K146290,757.8,649.500002,93,181.391751,1500.300002,2.3152777808642
K146390,936.6,176.4,6,205.861235,1119,4.17537313432836
K146460,1003.800001,371.7,33,199.868843,1408.500001,3.15100671364653
K146750,916.800001,661.800001,21,203.240739,1599.600002,2.67939698827471
K146770,933.6,368.7,31.8,348.808152,1334.1,4.20851735015773
K146810,1731,600,109.500001,505.457157,2440.500001,5.96699266748166
K146910,1528.199999,378.3,20.500001,431.301731,1927,6.53220338983051
K147000,699,254.4,63.6,190.875629,1017,9.24545454545455
K147160,1405.800001,333.9,82.199999,439.925319,1821.9,7.85301724137931
K147690,1446.6,250.200001,53.4,496.027019,1750.200001,6.86352941568628
K147820,963,172.500001,103.2,383.284409,1238.700001,4.78262548648649
K147840,733.8,295.500001,36,186.937767,1065.300001,14.0171052763158
K147890,1008.6,521.699999,48,487.808713,1578.299999,6.23833991699605
K147950,2466.6,493.500002,58,655.693474,3018.100002,5.3323321590106
K147960,1629,60,17.4,519.220644,1706.4,11.6876712328767
K148330,1758.599999,378.299999,91.2,621.056271,2228.099998,4.2602294416826
K148450,1386.6,396,40,522.418779,1822.6,4.95271739130435
K148460,940.8,358.8,44,253.540482,1343.6,4.74770318021201
K148570,596.4,444,67.2,245.717038,1107.6,4.57685950413223
K148610,1723.800001,139.199999,24,471.17066,1887,4.9140625
K148650,1377.6,345.6,45,416.950271,1768.2,4.59272727272727
K148690,1035.599999,576,88.800001,400.637321,1700.4,4.68429752066116
K148760,1020.6,70.500001,4.2,305.412106,1095.300001,13.5222222345679
K148780,1157.399999,99.900001,41,248.927936,1298.3,4.63678571428571
K149160,1589.399999,130.199999,33,570.803533,1752.599998,11.5302631447368
K149220,1164,261,106.200001,405.5229,1531.200001,8.23225806989247
K149390,628.2,389.4,28.5,211.782335,1046.1,6.70576923076923
K149410,2630.4,618.6,29.4,631.716574,3278.4,14.7675675675676
K149610,1027.199999,322.199999,49.800001,228.465629,1399.199999,10.1391304275362
K149670,1392,101.1,11.5,246.296687,1504.6,4.25028248587571
K149710,782.400002,204.3,33,199.947339,1019.700002,19.2396226792453
K149780,1754.400001,22.2,20,261.020479,1796.600001,2.88842443890675
K149850,1492.200001,67.500002,46,522.005635,1605.700003,3.74289044988345
K149980,829.2,129,80.500001,296.555216,1038.700001,2.79973046091644
K150050,1710.6,497.7,49.2,535.604072,2257.5,3.48918083462133
K150190,811.2,475.2,123,374.21641,1409.4,2.84153225806452
K150210,994.200001,833.7,58.200001,362.958332,1886.100002,11.0947058941176
K150260,964.199999,207.3,21,369.32526,1192.499999,12.2938144226804
K150290,766.2,382.8,40,257.416592,1189,10.25
K150650,1307.4,192.6,14,229.812467,1514,10.1610738255034
K150710,1245.6,60.9,75,407.727377,1381.5,4.29037267080745
K150750,1393.800001,189.9,19.199999,259.498132,1602.9,19.7888888888889
K150840,579,466.2,63,238.361248,1108.2,4.88193832599119
K150930,1146.599999,238.2,97.2,454.40417,1481.999999,9.09202453374233
K150950,937.199999,244.5,89.500001,313.696713,1271.2,3.85212121212121
K151040,1305,296.4,34,320.890666,1635.4,3.22564102564103
K151250,1399.8,386.4,123,336.255061,1909.2,5.31810584958217
K151290,1315.800001,351,7,269.15632,1673.800001,5.81180555902778
K151490,1030.2,58.8,126,240.555316,1215,11.4622641509434
K151500,919.8,578.1,89,408.064358,1586.9,3.87048780487805
K151540,1368,161.700001,6,503.826956,1535.700001,3.2127615083682
K151550,1836.6,456.899998,24.6,194.867691,2318.099998,13.716568035503
K151560,1143.6,249.9,147,493.238321,1540.5,9.68867924528302
K151670,1162.8,123.300001,36,426.040015,1322.100001,3.54450402412869
K151820,1950,143.099999,93.6,250.395987,2186.699999,4.43549695537525
K152050,968.399999,72.3,125.399999,183.768847,1166.099998,3.03671874479167
K152060,1614.600001,238.200001,67.799999,550.199412,1920.600001,4.33544018284424
K152150,1059.6,111.6,51,377.98158,1222.2,23.0603773584906
K152200,814.8,157.8,35,308.072462,1007.6,4.11265306122449
K152410,742.2,383.4,27.6,273.068685,1153.2,3.12520325203252
K152460,1329.600001,710.700001,61.8,434.163697,2102.100002,2.66425855766793
K152470,1751.4,257.4,30,376.780097,2038.8,5.96140350877193
K152630,1096.200001,48.6,5.4,227.656197,1150.200001,3.55000000308642
K152640,1434.600001,431.399999,31.800001,217.180439,1897.800001,2.95147745101089
K152680,1060.8,620.7,46.8,491.681755,1728.3,2.94931740614334
K153010,671.4,285,103,284.902885,1059.4,4.04351145038168
K153070,1333.8,516,69,561.452907,1918.8,4.70294117647059
K153160,1575,406.200001,25.8,248.757872,2007.000001,3.30642504283361
K153210,1500,838.8,85.2,265.825989,2424,6.65934065934066
K153250,1573.799999,313.500001,52.200001,536.255553,1939.500001,6.27669903236246
K153270,792.6,324,59,264.508122,1175.6,4.46996197718631
K153310,1446.600001,473.7,43.799999,498.136449,1964.1,4.95984848484848
K153330,2551.2,174.900001,59.5,699.332076,2785.600001,3.14757062259887
K153370,1450.8,423.6,23.4,476.141786,1897.8,3.20574324324324
K153410,841.200001,172.799999,57,295.86428,1071,5.14903846153846
K153500,1185.600001,21,21.600001,250.256387,1228.200002,5.48303572321429
K153700,1600.8,186.6,25.8,597.935999,1813.2,3.17548161120841
K153770,1975.2,406.2,31.8,419.796472,2413.2,4.37173913043478
K153900,697.799999,485.099999,24.6,324.159966,1207.499998,5.20474137068966
K153920,1497,331.8,81.5,294.892906,1910.3,8.49022222222222
K153950,808.8,195.600001,91.8,337.027555,1096.200001,9.87567568468469
K154020,1724.4,587.099999,59.4,362.127533,2370.899999,37.045312484375
K154050,905.4,482.100001,91.8,238.505127,1479.300001,4.46918429305136
K154220,1042.8,452.4,42.6,274.280696,1537.8,11.4761194029851
K154240,850.2,572.700001,36,325.429165,1458.900001,5.95469388163265
K154380,800.399999,330.9,111,315.748944,1242.299999,5.33175965236051
K154430,954,288.6,58.2,252.813652,1300.8,14.1391304347826
K154530,1425.6,404.4,34.500001,192.357542,1864.500001,6.49651568292683
K154650,2061,363,40.2,406.853988,2464.2,32.856
K154670,1297.2,28.8,82.2,408.530565,1408.2,50.2928571428571
K154780,1150.799999,62.700001,64.200001,191.602361,1277.700001,20.2809523968254
K154880,606.6,570.600001,28.800001,287.817701,1206.000002,3.69938650920245
K154990,1095,275.400001,69,266.587933,1439.400001,12.5165217478261
K155180,1096.799999,50.4,19.200001,180.491741,1166.4,26.5090909090909
K155480,1110,439.2,79.2,210.950531,1628.4,10.856
K155530,957.6,106.2,34.2,245.665986,1098,26.1428571428571
K155640,246.6,391.499999,87,206.903447,725.099999,3.42028301415094
K155680,219,328.8,172.2,193.425704,720,2.36842105263158
K155820,197.399999,417.600001,55.2,187.073485,670.2,5.93097345132743
K155880,74.400001,468.900001,90.599999,181.173677,633.900001,1.8535087748538
K155960,334.2,313.2,33.5,193.790618,680.9,4.56979865771812
K155980,133.8,542.100001,73.8,186.779563,749.700001,2.2649546858006
K156000,219.600001,339.299999,42.600001,184.204717,601.500001,3.5382353
K156080,65.4,576,61.200001,199.817851,702.600001,1.86861702393617
K156220,122.400001,493.8,12,196.525354,628.200001,2.22765957801418
K156310,279.6,417.3,22,215.465961,718.9,9.33636363636364
K156380,253.200001,385.799999,9.599999,188.837078,648.599999,2.32473117921147
K156410,144.6,593.7,6,221.602054,744.3,39.1736842105263
K156430,327.6,300.6,77.4,210.676948,705.6,3.00255319148936
K156460,150.6,518.7,41,197.636926,710.3,6.45727272727273
K156540,229.2,406.2,66,201.214486,701.4,8.06206896551724
K156660,149.4,394.200001,11,180.258615,554.600001,5.49108911881188
K156840,94.200002,553.500001,58.799998,209.202225,706.500001,9.05769232051282
K156890,193.2,492.9,39,181.12559,725.1,1.89816753926702
K157010,114,479.1,61.5,210.355212,654.6,6.06111111111111
K157020,90,513.3,18.499999,183.914993,621.799999,20.058064483871
K157180,194.400001,491.400001,78.599999,230.357879,764.400001,6.115200008
K157270,333,801,52.8,299.622242,1186.8,2.60835164835165
K157320,391.8,477.3,3.6,226.484959,872.7,2.62861445783133
K157370,582.6,490.2,99.6,249.784852,1172.4,3.72190476190476
K157430,321.599999,557.400001,63.6,192.993229,942.6,3.45274725274725
K157550,292.799999,891.900001,12,330.55215,1196.7,3.03730964467005
K157790,810,1058.4,22.2,579.039308,1890.6,3.25965517241379
K157810,375,605.1,69,331.252345,1049.1,2.2658747300216
K157840,501,524.400001,69,312.898781,1094.400001,1.87397260445205
K157880,433.2,405.9,63,289.67961,902.1,2.41849865951743
K157910,361.2,388.2,30.6,205.475177,780,2.03125
K158080,309.6,572.4,10,223.310288,892,1.66728971962617
K158140,366,555.600001,48.5,277.877828,970.100001,4.07605042436975
K158470,525.6,654.9,57.6,229.729574,1238.1,3.1827763496144
K158580,287.4,611.4,34.2,233.273865,933,5.27118644067797
K158680,521.4,613.500001,79.8,351.305832,1214.700001,1.68708333472222
K158770,510,503.4,10.2,197.361517,1023.6,2.1325
K158870,119.4,641.7,60,196.191007,821.1,6.9
K158890,219.600001,686.700001,26.399999,194.967607,932.700001,3.62918288326848
K159140,448.800001,487.800001,55,228.131853,991.600002,2.63723404787234
K159150,370.8,348.3,42,188.408658,761.1,2.00289473684211
K159210,85.2,894,94,329.837295,1073.2,2.17246963562753
K159220,472.8,518.700001,78,303.775926,1069.500001,2.23744770083682
K159240,229.8,612,30.6,216.101094,872.4,4.03888888888889
K159460,390,513,189.500002,322.620426,1092.500002,3.08615819774011
K159480,355.8,643.499999,50.4,329.803851,1049.699999,2.40205949427918
K159490,494.4,624,43,360.61741,1161.4,1.74122938530735
K159590,778.800001,716.1,82.2,516.170435,1577.100001,1.85541176588235
K159630,597,615,35,275.612336,1247,1.98883572567783
K159660,503.4,571.199999,8.4,188.364064,1082.999999,2.42825111883408
K159710,331.800001,383.100001,38.4,248.391749,753.300002,2.14615385185185
K159870,304.199999,621,18,201.114293,943.199999,4.57864077184466
K159920,265.2,621,70.2,249.420841,956.4,3.37950530035336
K160080,305.4,447.6,50,238.407464,803,2.95220588235294
K160090,382.8,416.400001,26,215.678726,825.200001,2.22425876280323
K160290,462.599998,460.500001,81.599998,206.416225,1004.699997,2.04623217311609
K160350,615.6,699.9,115.800001,416.514566,1431.300001,2.70056603962264
K160370,511.800001,482.4,31.800001,242.968905,1026.000002,3.16666667283951
K160470,471.599999,445.5,124,264.107438,1041.099999,2.29317180396476
K160800,456.6,549.6,90,201.478862,1096.2,2.01507352941176
K160970,403.2,474.9,156.6,266.058136,1034.7,1.87106690777577
K161010,746.4,883.2,39.6,484.367003,1669.2,4.20453400503778
K161050,491.4,684.9,12.6,352.740148,1188.9,2.7584686774942
K161150,321,736.5,36.5,247.11831,1094,2.50343249427918
K161250,580.8,559.500001,43,183.690647,1183.300001,1.88724083094099
K161390,294.600001,682.8,17,195.887921,994.400001,2.84928367048711
K161570,523.8,793.2,29.4,427.457243,1346.4,2.51194029850746
K161590,490.200001,448.500001,128.4,288.145333,1067.100002,3.89452555474453
K161690,683.399999,585.600001,110.399999,352.886431,1379.399999,5.9201716695279
K161740,84.6,614.100001,71.500001,252.296618,770.200002,2.86319703345725
K161800,604.800001,577.500001,117,203.55634,1299.300002,10.5634146504065
K161820,327,549.3,117,305.271131,993.3,4.70758293838862
K161860,309.6,577.200002,65,220.72947,951.800002,2.63656510249307
K161940,483.600001,547.500001,79.8,247.422488,1110.900002,2.56558891916859
K162190,498,797.1,91.2,346.219537,1386.3,27.1823529411765
K162370,294.600001,735,116.399999,188.334032,1146,1.98269896193772
K162400,522,515.099999,45.5,290.858551,1082.599999,2.35347825869565
K162430,313.8,592.2,136.500001,300.432912,1042.500001,5.45811518848167
K162480,471,640.200001,81,235.969151,1192.200001,4.12525951903114
K162520,553.799999,719.1,52.799999,315.637327,1325.699998,5.61737287288136
K162660,482.399999,476.7,127,229.473137,1086.099999,6.35146198245614
K162800,465.6,689.1,50.4,190.716174,1205.1,2.72031602708804
K162880,262.199999,719.1,3.6,185.783699,984.899999,3.49255318794326
K162910,267.600001,591,46.2,242.032825,904.800001,14.5935484032258
K163050,297,398.399999,78,184.264256,773.399999,2.67612456401384
K163060,252,839.700001,58.5,366.499853,1150.200001,2.52791209010989
K163140,465,534.9,47.4,184.380166,1047.3,3.82226277372263
K163210,612,570,93,203.730161,1275,2.43320610687023
K163280,171.6,854.1,99,356.290008,1124.7,3.72417218543046
K163310,314.4,519.899999,41.4,199.112645,875.699999,8.75699999
K163460,363,678.9,68.4,193.470122,1110.3,4.40595238095238
K163490,606.6,510.300001,132,311.514544,1248.900001,4.84069767829457
K163530,386.4,455.4,72,199.80587,913.8,6.52714285714286
K163580,415.2,647.7,13.2,350.323167,1076.1,2.83184210526316
K163630,141.6,664.2,51,264.321244,856.8,2.83708609271523
K163670,345.6,362.1,130.8,183.273679,838.5,2.78571428571429
K163710,562.2,544.500001,40.8,336.759224,1147.500001,21.6509434150943
K163740,395.4,546.9,22,274.546347,964.3,5.35722222222222
K163820,245.399998,586.8,78.600002,246.105293,910.8,7.71864406779661
K163890,689.4,800.7,22.2,273.951392,1512.3,36.8853658536585
K163920,374.4,651.9,14.4,258.272856,1040.7,3.79817518248175
K163940,315,684.600001,61.199999,229.020493,1060.8,2.31615720524017
